"","CHR_PCODE","CHR_SYS_SAMPLE_CDE","CHR_SAMPLE_DEL_GRP","CHR_SAMPLE_DEL_GRP_EQUIS","CHR_LAB_ANAL_METHOD_NAME","CHR_ANALYSIS_DATE","CHR_TEST_TYPE","CHR_LAB_MATRIX_CDE","CHR_DILUTION_FACTOR","CHR_PREP_METHOD","CHR_PREP_DATE","CHR_LAB_NAME_CDE","CHR_QC_LEVEL","CHR_LAB_SAMPLE_ID","CHR_SUBSAMPLE_AMT","CHR_SUBSAMPLE_AMT_UNIT","CHR_FINAL_VOLUME","CHR_FINAL_VOLUME_UNIT","CHR_CAS_RN","CHR_RESULT_VALUE","CHR_RESULT_TYPE_CDE","CHR_REPORTABLE_RESULT","CHR_DETECT_FLAG","CHR_QLFR_SRC","CHR_LAB_QUAL","CHR_VALIDATED_YN","CHR_VALIDATION_DATE","CHR_VALIDATOR_QUAL","CHR_VALIDATOR_QUAL_EXPLN","CHR_METHOD_DETECT_LIMIT","CHR_REPORTING_DETECT_LIMIT","CHR_QUANTITATION_LIMIT","CHR_DETECTION_LIMIT_UNIT","CHR_LAB_VALIDATION_LEVEL","CHR_RESULT_COMMENT","CHR_QC_ORIG_CONC","CHR_QC_SPIKE_ADDED","CHR_QC_SPIKE_MEASURED","CHR_QC_SPIKE_RECOVERY","CHR_QC_DUP_ORIG_CONC","CHR_QC_DUP_SPIKE_ADDED","CHR_QC_DUP_SPIKE_MEASURED","CHR_QC_DUP_SPIKE_RECOVERY","CHR_QC_RPD","CHR_QC_SPIKE_LCL","CHR_QC_SPIKE_UCL","CHR_QC_RPD_CL","CHR_QC_SPIKE_STATUS","CHR_QC_DUP_SPIKE_STATUS","CHR_QC_RPD_STATUS","CHS_EVENT_SMAS_HISTORY_ID","CHS_EVENT_SMAS_SAMPLE_DATE","CHS_SITE_ID_CORR_YN","CHS_DATA_PROVIDER","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP_EQUIS","CHS_SAMPLE_DATETIME","CHS_SAMPLE_RECEIPT_DATE","CHS_SYS_LOC_CDE","CHS_CHAIN_OF_CUSTODY","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CHEM_PARAMETER_PCODE","CHEM_PARAMETER_NAME","CHEM_PARAMETER_UNIT","CHEM_PARAMETER_UNIT_NOSP","CHEM_PARAMETER_FRACTION","CHEM_PARAMETER_SOURCE","CHEM_PARAMETER_NOTES"
"228774",132,"09-GRAS_S-27.3-09102019-W","R1908761","","E200.8","09/26/2019 11:29:00","initial","WS",1,"E200.0","09/18/2019 00:00:00","ALSRNY","quant","R1908761-002",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GRAS_S-27.3","09/10/2019","N","ALSRNY","09-GRAS_S-27.3-09102019-W","WS","N","N","Field","","","09/10/2019 12:30:00","09/11/2019","09-GRAS_S-27.3","","090919C03W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228776",132,"04-BLCE-5.2-07242019-W","R1906883","","E200.8","07/30/2019 13:49:00","initial","WS",1,"E200.0","07/29/2019 00:00:00","ALSRNY","quant","R1906883-011",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-BLCE-5.2","07/24/2019","N","ALSRNY","04-BLCE-5.2-07242019-W","WS","N","N","Field","","","07/24/2019 16:00:00","07/25/2019","04-BLCE-5.2","","072219CO1W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228780",132,"07-KASH-0.3-06202019-W","R1905831","","E200.8","07/08/2019 10:23:00","initial","WS",10,"E200.0","06/28/2019 00:00:00","ALSRNY","quant","R1905831-003",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",1.5,1.5,10,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-KASH-0.3","06/20/2019","N","ALSRNY","07-KASH-0.3","WS","N","N","Field","","","06/20/2019 15:30:00","06/21/2019","07-KASH-0.3","","061719C01W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228781",132,"09-FSCR-1.0-10102019-WS","R1909988","","E200.8","10/23/2019 11:38:00","initial","WS",1,"E200.0","10/22/2019 00:00:00","ALSRNY","quant","R1909988-007",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-FSCR-1.0","10/10/2019","N","ALSRNY","09-FSCR-1.0-10102019-WS","WS","N","N","Field","","","10/10/2019 08:45:00","10/11/2019","09-FSCR-1.0","","100719C02W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228791",132,"04-KNIT-0.3-072519-W","R1907037","","E200.8","08/05/2019 19:43:00","initial","WS",1,"E200.0","07/31/2019 00:00:00","ALSRNY","quant","R1907037-004",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-KNIT-0.3","07/25/2019","N","ALSRNY","04-KNIT-0.3-072519-W","WS","N","N","Field","","","07/25/2019 09:00:00","07/26/2019","04-KNIT-0.3","","072219CO2W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228792",132,"10-TWOB-1.3-07182018-WS","R1806798","","E200.8","07/30/2018 20:13:00","initial","WS",1,"E200.0","07/25/2018 00:00:00","ALSRNY","quant","R1806798-010",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-TWOB-1.3","07/18/2018","N","ALSRNY","10-TWOB-1.3-07182018-WS","WS","N","N","Field","","","07/18/2018 12:30:00","07/20/2018","unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228793",132,"14-ANAW-0.4-08202019-W","R1907964","","E200.8","09/03/2019 14:11:00","initial","WS",1,"E200.0","08/30/2019 00:00:00","ALSRNY","quant","R1907964-005",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-ANAW-0.4","08/20/2019","N","ALSRNY","14-ANAW-0.4-08202019-W","WS","N","N","Field","","","08/20/2019 13:15:00","08/21/2019","14-ANAW-0.4","","081919CO2W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228798",132,"13-POCH-1.8-06252019-W","R1905963","","E200.8","07/08/2019 12:17:00","initial","WS",1,"E200.0","07/02/2019 00:00:00","ALSRNY","quant","R1905963-002",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-POCH-1.8","06/25/2019","N","ALSRNY","13-POCH-1.8-06252019-W","WS","N","N","Field","","","06/25/2019 15:00:00","06/26/2019","13-POCH-1.8","","062419C01W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228799",132,"07-SKAT_T2-0.1-08142019-W","R1907829","","E200.8","08/27/2019 12:02:00","initial","WS",1,"E200.0","08/21/2019 00:00:00","ALSRNY","quant","R1907829-001",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SKAT_T2-0.1","08/14/2019","N","ALSRNY","07-SKAT_T2-0.1-08142019-WS","WS","N","N","Field","","","08/14/2019 09:31:00","08/15/2019","07-SKAT_T2-0.1","","072219C01W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228801",132,"04-UGNS-146.5-072519-W","R1907038","","E200.8","08/05/2019 20:32:00","initial","WS",1,"E200.0","08/01/2019 00:00:00","ALSRNY","quant","R1907038-004",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-UGNS-146.5","07/25/2019","N","ALSRNY","04-UGNS-146.5-072519-W","WS","N","N","Field","","","07/25/2019 11:45:00","07/26/2019","04-UGNS-146.5","","072219CO1W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228808",132,"09-GTCH-0.8-09172019-W","R1908960","","E200.8","09/26/2019 13:14:00","initial","WS",1,"E200.0","09/25/2019 00:00:00","ALSRNY","quant","R1908960-004",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GTCH-0.8","09/17/2019","N","ALSRNY","09-GTCH-0.8-09172019-W","WS","N","N","Field","","","09/17/2019 09:30:00","09/19/2019","09-GTCH-0.8","","091619C02W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228814",132,"07-SKAT_T93A-0.1-06182019-W","R1905658","","E200.8","06/26/2019 11:26:00","initial","WS",1,"E200.0","06/25/2019 00:00:00","ALSRNY","quant","R1905658-005",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SKAT_T93a-0.5","06/18/2019","Y","ALSRNY","07-SKAT_T93a-0.1","WS","N","N","Field","","","06/18/2019 11:15:00","06/19/2019","07-SKAT_T93a-0.1","","061719C01W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228815",132,"07-OSWE-5.2-08122019-WS","R1907633","","E200.8","08/28/2019 15:47:00","initial","WS",1,"E200.0","08/26/2019 00:00:00","ALSRNY","quant","R1907633-003",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-OSWE-5.2","08/12/2019","N","ALSRNY","07-OSWE-5.2-08122019-WS","WS","N","N","Field","","","08/12/2019 11:00:00","08/13/2019","07-OSWE-5.2","","081219R7W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228816",132,"09-LSAL-7.6-06122019-WS","R1905398","","E200.8","06/20/2019 15:14:00","initial","WS",1,"E200.0","06/18/2019 00:00:00","ALSRNY","quant","R1905398-013",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-LSAL-7.6","06/12/2019","N","ALSRNY","09-LSAL-7.6-06122019-WS","WS","N","N","Field","","","06/12/2019 09:00:00","06/14/2019","09-LSAL-7.6","","061019R5W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228820",132,"13-WKLEI-0.6-07102018-W","R1806428","","E200.8","07/17/2018 16:13:00","initial","WS",1,"E200.0","07/16/2018 00:00:00","ALSRNY","quant","R1806428-004",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-WKLEI-0.6","07/10/2018","N","ALSRNY","13-WKLEI-0.6-07102018-W","WS","N","N","Field","","","07/10/2018 13:15:00","07/11/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228823",132,"10-CLIF-0.1-07182018-WS","R1806696","","E200.8","07/24/2018 13:37:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806696-007",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-CLIF-0.1","07/18/2018","N","ALSRNY","10-CLIF-0.1-07182018-WS","WS","N","N","Field","","","07/18/2018 13:15:00","07/20/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228824",132,"07-SKAT_T2-0.1-07312018-WS","R1807213","","E200.8","08/13/2018 14:48:00","initial","WS",1,"E200.0","08/10/2018 00:00:00","ALSRNY","quant","R1807213-001",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SKAT_T2-0.1","07/31/2018","N","ALSRNY","07-SKAT_T2-0.1-07312018-WS","WS","N","N","Field","","","07/31/2018 11:00:00","08/01/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228825",132,"04-WCOY-16.5-07242019-W","R1906885","","E200.8","08/02/2019 13:34:00","initial","WS",1,"E200.0","07/30/2019 00:00:00","ALSRNY","quant","R1906885-010",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-WCOY-16.5","07/24/2019","N","ALSRNY","04-WCOY-16.5-07242019-W","WS","N","N","Field","","","07/24/2019 12:30:00","07/25/2019","04-WCOY-16.5","","072219CO2W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228828",132,"09-GRAC-0.8-10102019-WS","R1909988","","E200.8","10/23/2019 11:40:00","initial","WS",1,"E200.0","10/22/2019 00:00:00","ALSRNY","quant","R1909988-009",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GRAC-0.8","10/10/2019","N","ALSRNY","09-GRAC-0.8-10102019-WS","WS","N","N","Field","","","10/10/2019 11:15:00","10/11/2019","09-GRAC-0.8","","100719C02W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228832",132,"06-DILA-5.4-04182018-WS","R1803379","","E200.8","04/25/2018 17:06:00","initial","WS",1,"E200.0","04/24/2018 00:00:00","ALSRNY","quant","R1803379-005",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","06-DILA-5.4","04/18/2018","N","ALSRNY","06-DILA-5.4-04182018-WS","WS","N","N","Field","","","04/18/2018 12:00:00","04/19/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228835",132,"5-RAMA-1.1-09052018-W","R1808567","","E200.8","09/18/2018 17:02:00","initial","WS",1,"E200.0","09/14/2018 00:00:00","ALSRNY","quant","R1808567-001",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","15-RAMA-1.1","09/05/2018","Y","ALSRNY","5-RAMA-1.1-09052018-W","WS","N","N","Field","","","09/05/2018 10:00:00","09/06/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228838",132,"04-UGNS_T186-0.1-072519-W","R1907039","","E200.8","08/05/2019 20:49:00","initial","WS",1,"E200.0","08/01/2019 00:00:00","ALSRNY","quant","R1907039-002",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-UGNS_T186-0.1","07/25/2019","N","ALSRNY","04-UGNS_T186-0.1-072519-W","WS","N","N","Field","","","07/25/2019 09:00:00","07/26/2019","04-UGNS_T186-0.1","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228852",132,"5-RAMA-16.7-09052018-W","R1808567","","E200.8","09/18/2018 17:12:00","initial","WS",1,"E200.0","09/14/2018 00:00:00","ALSRNY","quant","R1808567-013",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","15-RAMA-16.7","09/05/2018","Y","ALSRNY","5-RAMA-16.7-09052018-W","WS","N","N","Field","","","09/05/2018 15:45:00","09/06/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228859",132,"13-SWAK-1.7-09052018-W","R1808566","","E200.8","09/18/2018 14:56:00","initial","WS",1,"E200.0","09/13/2018 00:00:00","ALSRNY","quant","R1808566-003",50,"mL",50,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-SWAK-1.7","09/05/2018","N","ALSRNY","13-SWAK-1.7-09052018-W","WS","N","N","Field","","","09/05/2018 10:00:00","09/06/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228860",132,"04-MCMI_S-5.0-07232019-W","R1906886","","E200.8","08/05/2019 19:04:00","initial","WS",1,"E200.0","07/31/2019 00:00:00","ALSRNY","quant","R1906886-004",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-MCMI_S-5.0","07/23/2019","N","ALSRNY","04-MCMI_S-5.0-07232019-W","WS","N","N","Field","","","07/23/2019 14:30:00","07/24/2019","04-MCMI_S-5.0","","072219CO5W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228861",132,"02-CHAD-2.2-10172018-WS","R1810004","","E200.8","10/25/2018 12:16:00","initial","WS",1,"E200.0","10/24/2018 00:00:00","ALSRNY","quant","R1810004-011",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","02-CHAD-2.2","10/17/2018","N","ALSRNY","02-CHAD-2.2-10172018-WS","WS","N","N","Field","","","10/17/2018 12:00:00","10/18/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228868",132,"13-GUNK_T35-0.2-09052018-W","R1808568","","E200.8","09/14/2018 17:01:00","initial","WS",1,"E200.0","09/13/2018 00:00:00","ALSRNY","quant","R1808568-007",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-GUNK_T35-0.2","09/05/2018","N","ALSRNY","13-GUNK_T35-0.2-09052018-W","WS","N","N","Field","","","09/05/2018 11:10:00","09/07/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228870",132,"12-MOHK-45.9-08012019-W","R1907282","","E200.8","08/12/2019 09:31:00","initial","WS",1,"E200.0","08/08/2019 00:00:00","ALSRNY","quant","R1907282-007",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-45.9","08/01/2019","N","ALSRNY","12-MOHK-45.9-08012019-W","WS","N","N","Field","","","08/01/2019 13:50:00","08/02/2019","12-MOHK-45.9","","072919MO2W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228875",132,"09-RAQU-3.2-09112019-W","R1908761","","E200.8","09/26/2019 12:05:00","initial","WS",1,"E200.0","09/18/2019 00:00:00","ALSRNY","quant","R1908761-013",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-RAQU-3.2","09/11/2019","N","ALSRNY","09-RAQU-3.2-09112019-W","WS","N","N","Field","","","09/11/2019 10:30:00","09/12/2019","09-RAQU-3.2","","090919C03W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228884",132,"03-SALM-12.0-10152018-WS","R1809994","","E200.8","10/24/2018 12:03:00","initial","WS",1,"E200.0","10/19/2018 00:00:00","ALSRNY","quant","R1809994-001",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","03-SALM-12.0","10/15/2018","N","ALSRNY","03-SALM-12.0-10152018-WS","WS","N","N","Field","","","10/15/2018 14:00:00","10/16/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228885",132,"15-RAMA-16.8-07232018-WS","R1806919","","E200.8","08/06/2018 17:57:00","initial","WS",1,"E200.0","08/02/2018 00:00:00","ALSRNY","quant","R1806919-009",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","15-RAMA-16.8","07/23/2018","N","ALSRNY","15-RAMA-16.8-07232018-WS","WS","N","N","Field","","","07/23/2018 14:00:00","07/24/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228891",132,"05-CHEM-5.4-04192018-WS","R1803385","","E200.8","04/25/2018 17:29:00","initial","WS",1,"E200.0","04/24/2018 00:00:00","ALSRNY","quant","R1803385-011",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","05-CHEM-5.4","04/19/2018","N","ALSRNY","05-CHEM-5.4-04192018-WS","WS","N","N","Field","","","04/19/2018 00:00:00","04/20/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228892",132,"10-PUTM-13.2-07192018-WS","R1806696","","E200.8","07/24/2018 13:58:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806696-009",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-PUTM-13.2","07/19/2018","N","ALSRNY","10-PUTM-13.2-07192018-WS","WS","N","N","Field","","","07/19/2018 08:45:00","07/20/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228894",132,"15-RAMA-16.1-07102018-WS","R1806429","","E200.8","07/19/2018 14:59:00","initial","WS",1,"E200.0","07/18/2018 00:00:00","ALSRNY","quant","R1806429-001",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","15-RAMA-16.1","07/10/2018","N","ALSRNY","15-RAMA-16.1-07102018-WS","WS","N","N","Field","","","07/10/2018 13:45:00","07/11/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228898",132,"07-REED-0.1-06192019-W","R1905658","","E200.8","06/26/2019 12:53:00","initial","WS",1,"E200.0","06/25/2019 00:00:00","ALSRNY","quant","R1905658-035",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.15,0.15,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-REED-0.1","06/19/2019","N","ALSRNY","07-REED-0.1","WS","N","N","Field","","","06/19/2019 13:30:00","06/20/2019","07-REED-0.1","","061719C01W","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
"228904",132,"10-SABL_W-25.6-07182018-WS","R1806697","","E200.8","07/24/2018 12:41:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806697-016",10,"mL",10,"mL","7440-22-4",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.039,0.039,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-SABL_W-25.6","07/18/2018","N","ALSRNY","10-SABL_W-25.6-07182018-WS","WS","N","N","Field","","","07/18/2018 15:00:00","07/20/2018","Unknown","","","NYSDEC","",132,"SILVER","µg/L","ug/L","TOTAL","LAB",""
